stage,stage_name,rank_within_stage,feature_1,feature_1_low,feature_1_high,feature_2,feature_2_low,feature_2_high,coverage,precision,lift,distinctiveness_index
0,Awake,38,EOG,0.11755180060863497,0.6986186027526858,DFA,0.19657857120037078,0.8164880990982056,0.3551132046801398,0.40187039511104644,1.5649050108112346,0.20060522872904651
0,Awake,39,Index_N_noEOG,0.1851243793964386,0.581670641899109,Delta,0.08425303399562836,0.474219024181366,0.3642888034317908,0.3950213569590732,1.5382344865485589,0.19607279707049882
0,Awake,40,Index_1,0.5175955653190613,0.8467923998832703,Index_R_noEOG,0.20179941058158876,0.5444429755210877,0.38580762802005775,0.38128848175401714,1.484757929223904,0.1870233068377894
0,Awake,41,Index_R_noEOG,0.20179941058158876,0.5444429755210877,Index_4,0.3387131989002228,0.7451631784439088,0.43482987154161745,0.36677610498190816,1.4282459507210374,0.18621413174024654
0,Awake,42,Index_1,0.5175955653190613,0.8467923998832703,DFA,0.19657857120037078,0.8164880990982056,0.4238542190221266,0.3662125450671083,1.4260514179928456,0.1805836910366272
0,Awake,43,Index_R,0.25792511105537413,0.5704055666923523,Index_N,0.25405744910240174,0.67580144405365,0.3671291480135121,0.37673319579715014,1.4670193998216339,0.1714564343622982
0,Awake,44,Index_R_noEOG,0.20179941058158876,0.5444429755210877,DFA,0.19657857120037078,0.8164880990982056,0.37762556543896764,0.3680199576242225,1.4330895800511618,0.16354569755254503
0,Awake,45,Index_R,0.25792511105537413,0.5704055666923523,Index_4,0.3387131989002228,0.7451631784439088,0.3717695463630732,0.36883791587907183,1.4362747536474763,0.16219366725318377
0,Awake,46,Index_R_noEOG,0.20179941058158876,0.5444429755210877,Index_2,0.3479590594768524,0.7522882342338563,0.4054328895538438,0.35560066432921206,1.3847281815890387,0.15598145835443988
0,Awake,47,EOG,0.11755180060863497,0.6986186027526858,Index_N,0.25405744910240174,0.67580144405365,0.3516182950919313,0.36932634344575266,1.4381767169565822,0.15407095016525318
0,Awake,48,EOG,0.11755180060863497,0.6986186027526858,Index_2,0.3479590594768524,0.7522882342338563,0.3784671490187369,0.3548033618602001,1.3816234427377376,0.14443193637166676
0,Awake,49,Index_R_noEOG,0.20179941058158876,0.5444429755210877,Index_N,0.25405744910240174,0.67580144405365,0.3756852477411663,0.3537614880854108,1.3775663300202157,0.14184610023236768
0,Awake,50,Index_R,0.25792511105537413,0.5704055666923523,Index_2,0.3479590594768524,0.7522882342338563,0.3728215258377848,0.35089108910891087,1.3663888414666958,0.13659764692555176
0,Awake,51,Index_R_noEOG,0.20179941058158876,0.5444429755210877,Delta,0.08425303399562836,0.474219024181366,0.4103187497808376,0.3407063756272262,1.3267290174163053,0.13406304194337992
0,Awake,52,Index_R,0.25792511105537413,0.5704055666923523,Delta,0.08425303399562836,0.474219024181366,0.36160041144086125,0.35033520565319803,1.3642242012845502,0.13170362104121244
0,Awake,53,Index_N_noEOG,0.1851243793964386,0.581670641899109,Index_4,0.3387131989002228,0.7451631784439088,0.34551681413860413,0.34882760411135105,1.3583535195029497,0.12381716639401533
0,Awake,54,Index_N,0.25405744910240174,0.67580144405365,DFA,0.19657857120037078,0.8164880990982056,0.38979346136313164,0.32507359678708597,1.2658541327832151,0.10362820263526304
0,Awake,55,Index_R,0.25792511105537413,0.5704055666923523,DFA,0.19657857120037078,0.8164880990982056,0.36861360793893844,0.326321126643971,1.2707120813853672,0.09978815703211973
0,Awake,56,Index_N,0.25405744910240174,0.67580144405365,Index_2,0.3479590594768524,0.7522882342338563,0.368391523383166,0.32494767555752596,1.2653637887183045,0.09775777037666478
0,Awake,57,Index_2,0.3479590594768524,0.7522882342338563,Index_4,0.3387131989002228,0.7451631784439088,0.4666113403387374,0.30677958286583773,1.1946162550955561,0.09081015164184308
0,Awake,58,EOG,0.11755180060863497,0.6986186027526858,Index_4,0.3387131989002228,0.7451631784439088,0.3660771685388005,0.31742765925100086,1.236080439303597,0.08642365876765691
0,Awake,59,Index_4,0.3387131989002228,0.7451631784439088,DFA,0.19657857120037078,0.8164880990982056,0.3662408097904223,0.3159651493455418,1.2303853467880572,0.08437651597150533
0,Awake,60,Index_N_noEOG,0.1851243793964386,0.581670641899109,DFA,0.19657857120037078,0.8164880990982056,0.41812677521536357,0.3048083231793045,1.1869400634711058,0.07816464589772885
0,Awake,61,Delta,0.08425303399562836,0.474219024181366,DFA,0.19657857120037078,0.8164880990982056,0.3689993337463327,0.3067661720549223,1.1945640326739597,0.07179399842769084
0,Awake,62,Index_2,0.3479590594768524,0.7522882342338563,Delta,0.08425303399562836,0.474219024181366,0.4315570465091814,0.2958129026055187,1.151911410199988,0.0655584395169516
0,Awake,63,Index_2,0.3479590594768524,0.7522882342338563,DFA,0.19657857120037078,0.8164880990982056,0.3571820976470726,0.30341663936135355,1.1815207715633886,0.06483596995352624
0,Awake,64,Index_N,0.25405744910240174,0.67580144405365,Delta,0.08425303399562836,0.474219024181366,0.36066531857445094,0.3010576435233969,1.172334714435988,0.062155154683492614
0,Awake,65,Delta,0.08425303399562836,0.474219024181366,Index_4,0.3387131989002228,0.7451631784439088,0.3953338865966126,0.2959650673363844,1.1525039478755605,0.06028997843497257
0,Awake,66,Index_N,0.25405744910240174,0.67580144405365,Index_4,0.3387131989002228,0.7451631784439088,0.3624186176989702,0.2892836483737941,1.1264861417841276,0.0458409326634795
1,N1,1,EOG,0.05000000074505806,0.15811192989349365,Index_N_noEOG,0.2242669016122818,0.5742504000663757,0.4988370835136305,0.1923638487370419,1.7331683112957224,0.3657315421313717
1,N1,2,EOG,0.05000000074505806,0.15811192989349365,Index_R_noEOG,0.3408217430114746,0.6947346925735474,0.497917568152315,0.19163552715122875,1.7266062472631527,0.3617900156415487
1,N1,3,EOG,0.05000000074505806,0.15811192989349365,Index_W,0.37862467765808105,0.763146698474884,0.4870726958026828,0.19286785178839153,1.7377093002763992,0.3593180576043366
1,N1,4,Index_W,0.37862467765808105,0.763146698474884,Index_R_noEOG,0.3408217430114746,0.6947346925735474,0.4664106447425357,0.19608199834002252,1.7666682600171262,0.3575822374582258
1,N1,5,EOG,0.05000000074505806,0.15811192989349365,Index_1,0.47439470887184143,0.8134779930114746,0.4797436174816097,0.19325634600719033,1.74120957266939,0.35559056170441117
1,N1,6,Index_W,0.37862467765808105,0.763146698474884,Index_N_noEOG,0.2242669016122818,0.5742504000663757,0.3683199913457378,0.21650795669522915,1.9507029629070836,0.3501629070703043
1,N1,7,Index_R_noEOG,0.3408217430114746,0.6947346925735474,Index_N_noEOG,0.2242669016122818,0.5742504000663757,0.38103093898745133,0.21043119800457036,1.8959523137222785,0.34138555138557936
1,N1,8,Index_W,0.37862467765808105,0.763146698474884,Delta,0.05236256122589111,0.146558478474617,0.3645607961921246,0.2088303640588691,1.8815290492443015,0.3213709320589892
1,N1,9,Index_W,0.37862467765808105,0.763146698474884,Index_1,0.47439470887184143,0.8134779930114746,0.47249567286888794,0.18564445861226225,1.6726276529965576,0.31781365549282936
1,N1,10,EOG,0.05000000074505806,0.15811192989349365,Index_R,0.2306656837463379,0.5750745534896851,0.49015577672003463,0.1794402146470897,1.6167283813476316,0.3022929787847381
1,N1,11,Index_W,0.37862467765808105,0.763146698474884,Index_R,0.2306656837463379,0.5750745534896851,0.39771743833838163,0.19526509367572664,1.7593080762466158,0.3019900629944486
1,N1,12,Index_1,0.47439470887184143,0.8134779930114746,Index_R_noEOG,0.3408217430114746,0.6947346925735474,0.40702077022933797,0.19193980359648005,1.7293477306356557,0.2968596750883443
1,N1,13,Index_1,0.47439470887184143,0.8134779930114746,Index_2,0.2058306783437729,0.45722874999046326,0.3689420164430982,0.20011735367463693,1.8030261829672563,0.29627009920054387
1,N1,14,Index_W,0.37862467765808105,0.763146698474884,Aperiodic,0.2602565586566925,0.7036455869674683,0.388630463003029,0.19379897233947863,1.7460985513947131,0.2899566254744166
1,N1,15,Index_R_noEOG,0.3408217430114746,0.6947346925735474,Delta,0.05236256122589111,0.146558478474617,0.3824102120294245,0.19367475242778287,1.744979349340915,0.28488771093900195
1,N1,16,Index_W,0.37862467765808105,0.763146698474884,Index_2,0.2058306783437729,0.45722874999046326,0.36996971008221546,0.19121902126053592,1.7228535940699656,0.26743393462995263
1,N1,17,Index_2,0.2058306783437729,0.45722874999046326,Index_R_noEOG,0.3408217430114746,0.6947346925735474,0.38119320640415405,0.18869818999678697,1.7001412970706185,0.2668891059663124
1,N1,18,Index_R_noEOG,0.3408217430114746,0.6947346925735474,Aperiodic,0.2602565586566925,0.7036455869674683,0.3683199913457378,0.1908759635599159,1.7197626976278106,0.2651029905612601
1,N1,19,Index_W,0.37862467765808105,0.763146698474884,MSE,0.34631413221359253,0.8674126267433167,0.3783264820424059,0.188287390976634,1.6964400618919973,0.2634817185689947
1,N1,20,Index_W,0.37862467765808105,0.763146698474884,Theta,0.10223731398582458,0.39980393648147583,0.38073344872349635,0.18755412264691385,1.6898334284674137,0.26264266026515176
1,N1,21,Index_1,0.47439470887184143,0.8134779930114746,Delta,0.05236256122589111,0.146558478474617,0.3852498918217222,0.18526225436006816,1.6691840522228445,0.2578030837276725
