n_clusters,silhouette_score,davies_bouldin_index,calinski_harabasz_index
2,0.2093212845852967,1.758202235824815,1421.0884931560288
3,0.1952407322387352,1.6383411691165846,1322.0598640996438
4,0.1790346453733862,1.6432645162008173,1195.3795283078466
5,0.184240010898592,1.5189778859096161,1121.9122471465637
6,0.1777396161703115,1.5839616926954196,1035.066430677982
7,0.17060824688701015,1.5987548681014903,963.6547979242183
