epoch,consensus_stage,consensus_stage_name,n_subjects_contributing
1465,2,N2,100
1466,2,N2,100
1467,2,N2,100
1468,2,N2,100
1469,2,N2,100
1470,2,N2,100
1471,2,N2,100
1472,2,N2,100
1473,2,N2,100
1474,2,N2,100
1475,2,N2,100
1476,2,N2,100
1477,2,N2,100
1478,2,N2,100
1479,2,N2,100
1480,2,N2,100
1481,2,N2,100
1482,2,N2,100
1483,2,N2,100
1484,2,N2,100
1485,2,N2,100
1486,2,N2,100
1487,2,N2,100
1488,2,N2,100
1489,2,N2,100
1490,2,N2,100
1491,2,N2,100
1492,2,N2,100
1493,2,N2,100
1494,2,N2,100
1495,2,N2,100
1496,2,N2,100
1497,2,N2,100
1498,2,N2,100
1499,2,N2,100
1500,2,N2,100
1501,2,N2,100
1502,2,N2,100
1503,2,N2,100
1504,2,N2,100
1505,2,N2,100
1506,2,N2,100
1507,2,N2,100
1508,2,N2,100
1509,2,N2,100
1510,2,N2,100
1511,2,N2,100
1512,2,N2,100
1513,2,N2,100
1514,2,N2,100
1515,2,N2,100
1516,2,N2,100
1517,2,N2,100
1518,2,N2,100
1519,2,N2,100
1520,2,N2,100
1521,2,N2,100
1522,2,N2,100
1523,2,N2,100
1524,2,N2,100
1525,2,N2,100
1526,2,N2,100
1527,2,N2,100
1528,2,N2,100
1529,2,N2,100
1530,2,N2,100
1531,2,N2,100
1532,2,N2,100
1533,2,N2,100
1534,2,N2,100
1535,2,N2,100
1536,2,N2,100
1537,2,N2,100
1538,2,N2,100
1539,2,N2,100
1540,2,N2,100
1541,2,N2,100
1542,2,N2,100
1543,2,N2,100
1544,2,N2,100
1545,2,N2,100
1546,2,N2,100
1547,2,N2,100
1548,2,N2,100
1549,2,N2,100
1550,2,N2,100
1551,2,N2,100
1552,2,N2,100
1553,2,N2,100
1554,2,N2,100
1555,2,N2,100
1556,2,N2,100
1557,2,N2,100
1558,2,N2,100
1559,2,N2,100
1560,2,N2,100
1561,2,N2,100
1562,2,N2,100
1563,2,N2,100
1564,2,N2,100
1565,2,N2,100
1566,2,N2,100
1567,2,N2,100
1568,2,N2,100
1569,2,N2,100
1570,2,N2,100
1571,2,N2,100
1572,2,N2,100
1573,2,N2,100
1574,2,N2,100
1575,2,N2,100
1576,2,N2,100
1577,2,N2,100
1578,2,N2,100
1579,2,N2,100
1580,2,N2,100
1581,2,N2,100
1582,2,N2,100
1583,2,N2,100
1584,2,N2,100
1585,2,N2,100
1586,2,N2,100
1587,2,N2,100
1588,2,N2,100
1589,2,N2,100
1590,2,N2,100
1591,2,N2,100
1592,2,N2,100
1593,2,N2,100
1594,2,N2,100
1595,2,N2,100
1596,2,N2,100
1597,2,N2,100
1598,2,N2,100
1599,2,N2,100
1600,2,N2,100
1601,2,N2,100
1602,2,N2,100
1603,2,N2,100
1604,2,N2,100
1605,2,N2,100
1606,2,N2,100
1607,2,N2,100
1608,2,N2,100
1609,2,N2,100
1610,2,N2,100
1611,2,N2,100
1612,2,N2,100
1613,2,N2,100
1614,2,N2,100
1615,2,N2,100
1616,2,N2,100
1617,2,N2,100
1618,2,N2,100
1619,2,N2,100
1620,2,N2,100
1621,2,N2,100
1622,2,N2,100
1623,2,N2,100
1624,2,N2,100
1625,2,N2,100
1626,2,N2,100
1627,2,N2,100
1628,2,N2,100
1629,2,N2,100
1630,2,N2,100
1631,2,N2,100
1632,2,N2,100
1633,2,N2,100
1634,2,N2,100
1635,2,N2,100
1636,2,N2,100
1637,2,N2,100
1638,2,N2,100
1639,2,N2,100
1640,2,N2,100
1641,2,N2,100
1642,2,N2,100
1643,2,N2,100
1644,2,N2,100
1645,2,N2,100
1646,2,N2,100
1647,2,N2,100
1648,2,N2,100
1649,2,N2,100
1650,2,N2,100
1651,2,N2,100
1652,2,N2,100
1653,2,N2,100
1654,2,N2,100
1655,2,N2,100
1656,2,N2,100
1657,2,N2,100
1658,2,N2,100
1659,2,N2,100
1660,2,N2,100
1661,2,N2,100
1662,2,N2,100
1663,2,N2,100
1664,2,N2,100
1665,2,N2,100
1666,2,N2,100
1667,2,N2,100
1668,2,N2,100
1669,2,N2,100
1670,2,N2,100
1671,2,N2,100
1672,2,N2,100
1673,2,N2,100
1674,2,N2,100
1675,2,N2,100
1676,2,N2,100
1677,2,N2,100
1678,2,N2,100
1679,2,N2,100
1680,2,N2,100
1681,2,N2,100
1682,2,N2,100
1683,2,N2,100
1684,2,N2,100
1685,2,N2,100
1686,2,N2,100
1687,2,N2,100
1688,2,N2,100
1689,2,N2,100
1690,2,N2,100
1691,2,N2,100
1692,2,N2,100
1693,2,N2,100
1694,2,N2,100
1695,2,N2,100
1696,2,N2,100
1697,2,N2,100
1698,2,N2,100
1699,2,N2,100
1700,2,N2,100
1701,2,N2,100
1702,2,N2,100
1703,2,N2,100
1704,2,N2,100
1705,2,N2,100
1706,2,N2,100
1707,2,N2,100
1708,2,N2,100
1709,2,N2,100
1710,2,N2,100
1711,2,N2,100
1712,2,N2,100
1713,2,N2,100
1714,2,N2,100
1715,2,N2,100
1716,2,N2,100
1717,2,N2,100
1718,2,N2,100
1719,2,N2,100
1720,2,N2,100
1721,2,N2,100
1722,2,N2,100
1723,2,N2,100
1724,2,N2,100
1725,2,N2,100
1726,2,N2,100
1727,2,N2,100
1728,2,N2,100
1729,2,N2,100
1730,2,N2,100
1731,2,N2,100
1732,2,N2,100
1733,2,N2,100
1734,2,N2,100
1735,2,N2,100
1736,2,N2,100
1737,2,N2,100
1738,2,N2,100
1739,2,N2,100
1740,2,N2,100
1741,2,N2,100
1742,2,N2,100
1743,2,N2,100
1744,2,N2,100
1745,2,N2,100
1746,2,N2,100
1747,2,N2,100
1748,2,N2,100
1749,2,N2,100
1750,2,N2,100
1751,2,N2,100
1752,2,N2,100
1753,2,N2,100
1754,2,N2,100
1755,2,N2,100
1756,2,N2,100
1757,2,N2,100
1758,2,N2,100
1759,2,N2,100
1760,2,N2,100
1761,2,N2,100
1762,2,N2,100
1763,2,N2,100
1764,2,N2,100
1765,2,N2,100
1766,2,N2,100
1767,2,N2,100
1768,2,N2,100
1769,2,N2,100
1770,2,N2,100
1771,2,N2,100
1772,2,N2,100
1773,2,N2,100
1774,2,N2,100
1775,2,N2,100
1776,2,N2,100
1777,2,N2,100
1778,2,N2,100
1779,2,N2,100
1780,2,N2,100
1781,2,N2,100
1782,2,N2,100
1783,2,N2,100
1784,2,N2,100
1785,2,N2,100
1786,2,N2,100
1787,2,N2,100
1788,2,N2,100
1789,2,N2,100
1790,2,N2,100
1791,2,N2,100
1792,2,N2,100
1793,2,N2,100
1794,2,N2,100
1795,2,N2,100
1796,2,N2,100
1797,2,N2,100
1798,2,N2,100
1799,2,N2,100
1800,2,N2,100
1801,2,N2,100
1802,2,N2,100
1803,2,N2,100
1804,2,N2,100
1805,2,N2,100
1806,2,N2,100
1807,2,N2,100
1808,2,N2,100
1809,2,N2,100
1810,2,N2,100
1811,2,N2,100
1812,2,N2,100
1813,2,N2,100
1814,2,N2,100
1815,2,N2,100
1816,2,N2,100
1817,2,N2,100
1818,2,N2,100
1819,2,N2,100
1820,2,N2,100
1821,2,N2,100
1822,2,N2,100
1823,2,N2,100
1824,2,N2,100
1825,2,N2,100
1826,2,N2,100
1827,2,N2,100
1828,2,N2,100
1829,2,N2,100
1830,2,N2,100
1831,2,N2,100
1832,2,N2,100
1833,2,N2,100
1834,2,N2,100
1835,2,N2,100
1836,2,N2,100
1837,2,N2,100
1838,2,N2,100
1839,2,N2,100
1840,2,N2,100
1841,2,N2,100
1842,2,N2,100
1843,2,N2,100
1844,2,N2,100
1845,2,N2,100
1846,2,N2,100
1847,2,N2,100
1848,2,N2,100
1849,2,N2,100
1850,2,N2,100
1851,2,N2,100
1852,2,N2,100
1853,2,N2,100
1854,2,N2,100
1855,2,N2,100
1856,2,N2,100
1857,2,N2,100
1858,2,N2,100
1859,2,N2,100
1860,2,N2,100
1861,2,N2,100
1862,2,N2,100
1863,2,N2,100
1864,2,N2,100
1865,2,N2,100
1866,2,N2,100
1867,2,N2,100
1868,2,N2,100
1869,2,N2,100
1870,2,N2,100
1871,2,N2,100
1872,2,N2,100
1873,2,N2,100
1874,2,N2,100
1875,2,N2,100
1876,2,N2,100
1877,2,N2,100
1878,2,N2,100
1879,2,N2,100
1880,2,N2,100
1881,2,N2,100
1882,2,N2,100
1883,2,N2,100
1884,2,N2,100
1885,2,N2,100
1886,2,N2,100
1887,2,N2,100
1888,2,N2,100
1889,2,N2,100
1890,2,N2,100
1891,2,N2,100
1892,2,N2,100
1893,2,N2,100
1894,2,N2,100
1895,2,N2,100
1896,2,N2,100
1897,2,N2,100
1898,2,N2,100
1899,2,N2,100
1900,2,N2,100
1901,2,N2,100
1902,2,N2,100
1903,2,N2,100
1904,2,N2,100
1905,2,N2,100
1906,2,N2,100
1907,2,N2,100
1908,2,N2,100
1909,2,N2,100
1910,2,N2,100
1911,2,N2,100
1912,2,N2,100
1913,2,N2,100
1914,2,N2,100
1915,2,N2,100
1916,2,N2,100
1917,2,N2,100
1918,2,N2,100
1919,2,N2,100
1920,2,N2,100
1921,2,N2,100
1922,2,N2,100
1923,2,N2,100
1924,2,N2,100
1925,2,N2,100
1926,2,N2,100
1927,2,N2,100
1928,2,N2,100
1929,2,N2,100
1930,2,N2,100
1931,2,N2,100
1932,2,N2,100
1933,2,N2,100
1934,2,N2,100
1935,2,N2,100
1936,2,N2,100
1937,2,N2,100
1938,2,N2,100
1939,2,N2,100
1940,2,N2,100
1941,2,N2,100
1942,2,N2,100
1943,2,N2,100
1944,2,N2,100
1945,2,N2,100
1946,2,N2,100
1947,2,N2,100
1948,2,N2,100
1949,2,N2,100
1950,2,N2,100
1951,2,N2,100
1952,2,N2,100
1953,2,N2,100
1954,2,N2,100
1955,2,N2,100
1956,2,N2,100
1957,2,N2,100
1958,2,N2,100
1959,2,N2,100
1960,2,N2,100
1961,2,N2,100
1962,2,N2,100
1963,2,N2,100
1964,2,N2,100
1965,2,N2,100
1966,2,N2,100
1967,2,N2,100
1968,2,N2,100
1969,2,N2,100
1970,2,N2,100
1971,2,N2,100
1972,2,N2,100
1973,2,N2,100
1974,2,N2,100
1975,2,N2,100
1976,2,N2,100
1977,2,N2,100
1978,2,N2,100
1979,2,N2,100
1980,2,N2,100
1981,2,N2,100
1982,2,N2,100
1983,2,N2,100
1984,2,N2,100
1985,2,N2,100
1986,2,N2,100
1987,2,N2,100
1988,2,N2,100
1989,2,N2,100
1990,2,N2,100
1991,2,N2,100
1992,2,N2,100
1993,2,N2,100
1994,2,N2,100
1995,2,N2,100
1996,2,N2,100
1997,2,N2,100
1998,2,N2,100
1999,2,N2,100
2000,2,N2,100
2001,2,N2,100
2002,2,N2,100
2003,2,N2,100
2004,2,N2,100
2005,2,N2,100
2006,2,N2,100
2007,2,N2,100
2008,2,N2,100
2009,2,N2,100
2010,2,N2,100
2011,2,N2,100
2012,2,N2,100
2013,2,N2,100
2014,2,N2,100
2015,2,N2,100
2016,2,N2,100
2017,2,N2,100
2018,2,N2,100
2019,2,N2,100
2020,2,N2,100
2021,2,N2,100
2022,2,N2,100
2023,2,N2,100
2024,2,N2,100
2025,2,N2,100
2026,2,N2,100
2027,2,N2,100
2028,2,N2,100
2029,2,N2,100
2030,2,N2,100
2031,2,N2,100
2032,2,N2,100
2033,2,N2,100
2034,2,N2,100
2035,2,N2,100
2036,2,N2,100
2037,2,N2,100
2038,2,N2,100
2039,2,N2,100
2040,2,N2,100
2041,2,N2,100
2042,2,N2,100
2043,2,N2,100
2044,2,N2,100
2045,2,N2,100
2046,2,N2,100
2047,2,N2,100
2048,2,N2,100
2049,2,N2,100
2050,2,N2,100
2051,2,N2,100
2052,2,N2,100
2053,2,N2,100
2054,2,N2,100
2055,2,N2,100
2056,2,N2,100
2057,2,N2,100
2058,2,N2,100
2059,2,N2,100
2060,2,N2,100
2061,2,N2,100
2062,2,N2,100
2063,2,N2,100
2064,2,N2,100
2065,2,N2,100
2066,2,N2,100
2067,2,N2,100
2068,2,N2,100
2069,2,N2,100
2070,2,N2,100
2071,2,N2,100
2072,2,N2,100
2073,2,N2,100
2074,2,N2,100
2075,2,N2,100
2076,2,N2,100
2077,2,N2,100
2078,2,N2,100
2079,2,N2,100
2080,2,N2,100
2081,2,N2,100
2082,2,N2,100
2083,2,N2,100
2084,2,N2,100
2085,2,N2,100
2086,2,N2,100
2087,2,N2,100
2088,2,N2,100
2089,2,N2,100
2090,2,N2,100
2091,2,N2,100
2092,2,N2,100
2093,2,N2,100
2094,2,N2,100
2095,2,N2,100
2096,2,N2,100
2097,2,N2,100
2098,2,N2,100
2099,2,N2,100
2100,2,N2,100
2101,2,N2,100
2102,2,N2,100
2103,2,N2,100
2104,2,N2,100
2105,2,N2,100
2106,2,N2,100
2107,2,N2,100
2108,2,N2,100
2109,2,N2,100
2110,2,N2,100
2111,2,N2,100
2112,2,N2,100
2113,2,N2,100
2114,2,N2,100
2115,2,N2,100
2116,2,N2,100
2117,2,N2,100
2118,2,N2,100
2119,2,N2,100
2120,2,N2,100
2121,2,N2,100
2122,2,N2,100
2123,2,N2,100
2124,2,N2,100
2125,2,N2,100
2126,2,N2,100
2127,2,N2,100
2128,2,N2,100
2129,2,N2,100
2130,2,N2,100
2131,2,N2,100
2132,2,N2,100
2133,2,N2,100
2134,2,N2,100
2135,2,N2,100
2136,2,N2,100
2137,2,N2,100
2138,2,N2,100
2139,2,N2,100
2140,2,N2,100
2141,2,N2,100
2142,2,N2,100
2143,2,N2,100
2144,2,N2,100
2145,2,N2,100
2146,2,N2,100
2147,2,N2,100
2148,2,N2,100
2149,2,N2,100
2150,2,N2,100
2151,2,N2,100
2152,2,N2,100
2153,2,N2,100
2154,2,N2,100
2155,2,N2,100
2156,2,N2,100
2157,2,N2,100
2158,2,N2,100
2159,2,N2,100
2160,2,N2,100
2161,2,N2,100
2162,2,N2,100
2163,2,N2,100
2164,2,N2,100
2165,2,N2,100
2166,2,N2,100
2167,2,N2,100
2168,2,N2,100
2169,2,N2,100
2170,2,N2,100
2171,2,N2,100
2172,2,N2,100
2173,2,N2,100
2174,2,N2,99
2175,2,N2,99
2176,2,N2,99
2177,2,N2,99
2178,2,N2,99
2179,2,N2,99
2180,2,N2,99
2181,2,N2,99
2182,2,N2,99
2183,2,N2,99
2184,2,N2,99
2185,2,N2,99
2186,2,N2,99
2187,2,N2,99
2188,2,N2,99
2189,2,N2,99
2190,2,N2,99
2191,2,N2,99
2192,2,N2,99
2193,2,N2,99
2194,2,N2,99
2195,2,N2,99
2196,2,N2,99
2197,2,N2,99
2198,2,N2,99
2199,2,N2,99
2200,2,N2,99
2201,2,N2,99
2202,2,N2,99
2203,2,N2,99
2204,2,N2,99
2205,2,N2,99
2206,2,N2,99
2207,2,N2,99
2208,2,N2,99
2209,2,N2,99
2210,2,N2,99
2211,2,N2,99
2212,2,N2,99
2213,2,N2,99
2214,2,N2,99
2215,2,N2,99
2216,2,N2,99
2217,2,N2,99
2218,2,N2,99
2219,2,N2,99
2220,2,N2,99
2221,2,N2,99
2222,2,N2,99
2223,2,N2,99
2224,2,N2,99
2225,2,N2,99
2226,2,N2,99
2227,2,N2,99
2228,2,N2,99
2229,2,N2,99
2230,2,N2,99
2231,2,N2,99
2232,2,N2,99
2233,2,N2,99
2234,2,N2,99
2235,2,N2,99
2236,2,N2,98
2237,2,N2,98
2238,2,N2,98
2239,2,N2,98
2240,2,N2,98
2241,2,N2,98
2242,2,N2,98
2243,2,N2,98
2244,2,N2,98
2245,2,N2,98
2246,2,N2,98
2247,2,N2,98
2248,2,N2,98
2249,2,N2,98
2250,2,N2,98
2251,2,N2,98
2252,2,N2,98
2253,2,N2,98
2254,2,N2,98
2255,2,N2,98
2256,2,N2,98
2257,2,N2,98
2258,2,N2,98
2259,2,N2,98
2260,2,N2,98
2261,2,N2,98
2262,2,N2,98
2263,2,N2,98
2264,2,N2,98
2265,2,N2,97
2266,2,N2,97
2267,2,N2,97
2268,2,N2,96
2269,2,N2,96
2270,2,N2,96
2271,2,N2,96
2272,2,N2,96
2273,2,N2,95
2274,2,N2,95
2275,2,N2,95
2276,2,N2,95
2277,2,N2,95
2278,2,N2,95
2279,2,N2,95
2280,2,N2,95
2281,2,N2,95
2282,2,N2,95
2283,2,N2,95
2284,2,N2,95
2285,2,N2,95
2286,2,N2,95
2287,2,N2,95
2288,2,N2,95
2289,2,N2,95
2290,2,N2,95
2291,2,N2,95
2292,2,N2,95
2293,2,N2,95
2294,2,N2,95
2295,2,N2,95
2296,2,N2,95
2297,2,N2,95
2298,2,N2,95
2299,2,N2,95
2300,2,N2,95
2301,2,N2,95
2302,2,N2,95
2303,2,N2,95
2304,2,N2,95
2305,2,N2,95
2306,2,N2,95
2307,2,N2,95
2308,2,N2,95
2309,2,N2,95
2310,2,N2,95
2311,2,N2,95
2312,2,N2,95
2313,2,N2,95
2314,2,N2,95
2315,2,N2,95
2316,2,N2,95
2317,2,N2,95
2318,2,N2,95
2319,2,N2,95
2320,2,N2,95
2321,2,N2,95
2322,2,N2,95
2323,2,N2,95
2324,2,N2,95
2325,2,N2,95
2326,2,N2,95
2327,2,N2,95
2328,2,N2,95
2329,2,N2,95
2330,2,N2,95
2331,2,N2,95
2332,2,N2,95
2333,2,N2,95
2334,2,N2,95
2335,2,N2,95
2336,2,N2,95
2337,2,N2,95
2338,2,N2,95
2339,2,N2,95
2340,2,N2,95
2341,2,N2,95
2342,2,N2,95
2343,2,N2,95
2344,2,N2,95
2345,2,N2,95
2346,2,N2,95
2347,2,N2,95
2348,2,N2,95
2349,2,N2,95
2350,2,N2,95
2351,2,N2,95
2352,2,N2,95
2353,2,N2,95
2354,2,N2,95
2355,2,N2,95
2356,2,N2,95
2357,2,N2,95
2358,2,N2,95
2359,2,N2,95
2360,2,N2,95
2361,2,N2,95
2362,2,N2,95
2363,2,N2,95
2364,2,N2,95
2365,2,N2,95
2366,2,N2,95
2367,2,N2,94
2368,2,N2,94
2369,2,N2,94
2370,2,N2,94
2371,2,N2,94
2372,2,N2,94
2373,2,N2,94
2374,2,N2,94
2375,2,N2,94
2376,2,N2,94
2377,2,N2,94
2378,2,N2,94
2379,2,N2,94
2380,2,N2,94
2381,2,N2,94
2382,2,N2,94
2383,2,N2,94
2384,2,N2,94
2385,2,N2,94
2386,2,N2,94
2387,2,N2,94
2388,2,N2,94
2389,2,N2,94
2390,2,N2,94
2391,2,N2,94
2392,2,N2,94
2393,2,N2,94
2394,2,N2,94
2395,2,N2,94
2396,2,N2,94
2397,2,N2,94
2398,2,N2,94
2399,2,N2,94
2400,2,N2,94
2401,2,N2,94
2402,2,N2,94
2403,2,N2,94
2404,2,N2,94
2405,2,N2,94
2406,2,N2,94
2407,2,N2,94
2408,2,N2,94
2409,2,N2,94
2410,2,N2,94
2411,2,N2,94
2412,2,N2,94
2413,2,N2,94
2414,2,N2,94
2415,2,N2,94
2416,2,N2,94
2417,2,N2,94
2418,2,N2,94
2419,2,N2,94
2420,2,N2,94
2421,2,N2,94
2422,2,N2,94
2423,2,N2,94
2424,2,N2,94
2425,2,N2,94
2426,2,N2,94
2427,2,N2,94
2428,2,N2,94
2429,2,N2,94
2430,2,N2,94
2431,2,N2,94
2432,2,N2,94
2433,2,N2,94
2434,2,N2,94
2435,2,N2,94
2436,2,N2,94
2437,2,N2,94
2438,2,N2,94
2439,2,N2,94
2440,2,N2,94
2441,2,N2,94
2442,2,N2,94
2443,2,N2,94
2444,2,N2,94
2445,2,N2,94
2446,2,N2,94
2447,2,N2,94
2448,2,N2,94
2449,2,N2,94
2450,2,N2,94
2451,2,N2,94
2452,2,N2,94
2453,2,N2,94
2454,2,N2,94
2455,2,N2,94
2456,2,N2,94
2457,2,N2,94
2458,2,N2,94
2459,2,N2,93
2460,2,N2,93
2461,2,N2,93
2462,2,N2,93
2463,2,N2,93
2464,2,N2,93
2465,2,N2,93
2466,2,N2,93
2467,2,N2,93
2468,2,N2,93
2469,2,N2,93
2470,2,N2,93
2471,2,N2,93
2472,2,N2,93
2473,2,N2,93
2474,2,N2,93
2475,2,N2,93
2476,2,N2,93
2477,2,N2,93
2478,2,N2,93
2479,2,N2,93
2480,2,N2,93
2481,2,N2,93
2482,2,N2,93
2483,2,N2,93
2484,2,N2,93
2485,2,N2,93
2486,2,N2,93
2487,2,N2,93
2488,2,N2,93
2489,2,N2,93
2490,2,N2,93
2491,2,N2,93
2492,2,N2,93
2493,2,N2,93
2494,2,N2,93
2495,2,N2,93
2496,2,N2,93
2497,2,N2,93
2498,2,N2,93
2499,2,N2,93
2500,2,N2,93
2501,2,N2,93
2502,2,N2,93
2503,2,N2,93
2504,2,N2,93
2505,2,N2,93
2506,2,N2,93
2507,2,N2,92
2508,2,N2,92
2509,2,N2,92
2510,2,N2,92
2511,2,N2,92
2512,2,N2,92
2513,2,N2,92
2514,2,N2,92
2515,2,N2,92
2516,2,N2,92
2517,2,N2,92
2518,2,N2,92
2519,2,N2,91
2520,2,N2,90
2521,2,N2,90
2522,2,N2,89
2523,2,N2,89
2524,2,N2,89
2525,2,N2,89
2526,2,N2,89
2527,2,N2,89
2528,2,N2,89
2529,2,N2,89
2530,2,N2,89
2531,2,N2,89
2532,2,N2,89
2533,2,N2,89
2534,2,N2,89
2535,2,N2,89
2536,2,N2,89
2537,2,N2,89
2538,2,N2,89
2539,2,N2,88
2540,2,N2,88
2541,2,N2,88
2542,2,N2,88
2543,2,N2,88
2544,2,N2,88
2545,2,N2,88
2546,2,N2,88
2547,2,N2,88
2548,2,N2,87
2549,2,N2,87
2550,2,N2,87
2551,2,N2,87
2552,2,N2,87
2553,2,N2,87
2554,2,N2,87
2555,2,N2,87
2556,2,N2,87
2557,2,N2,86
2558,2,N2,86
2559,2,N2,86
2560,2,N2,86
2561,2,N2,86
2562,2,N2,86
2563,2,N2,86
2564,2,N2,86
2565,2,N2,86
2566,2,N2,86
2567,2,N2,86
2568,2,N2,86
2569,2,N2,86
2570,2,N2,86
2571,2,N2,86
2572,2,N2,86
2573,2,N2,86
2574,2,N2,86
2575,2,N2,86
2576,2,N2,86
2577,2,N2,86
2578,2,N2,86
2579,2,N2,86
2580,2,N2,86
2581,2,N2,85
2582,2,N2,85
2583,2,N2,85
2584,2,N2,85
2585,2,N2,85
2586,2,N2,85
2587,2,N2,85
2588,2,N2,85
2589,2,N2,85
2590,2,N2,85
2591,2,N2,85
2592,2,N2,85
2593,2,N2,85
2594,2,N2,85
2595,2,N2,85
2596,2,N2,85
2597,2,N2,84
2598,2,N2,84
2599,2,N2,84
2600,2,N2,84
2601,2,N2,84
2602,2,N2,84
2603,2,N2,84
2604,2,N2,84
2605,2,N2,84
2606,2,N2,84
2607,2,N2,84
2608,2,N2,84
2609,2,N2,84
2610,2,N2,84
2611,2,N2,84
2612,2,N2,84
2613,2,N2,84
2614,2,N2,84
2615,2,N2,84
2616,2,N2,84
2617,2,N2,84
2618,2,N2,84
2619,2,N2,84
2620,2,N2,84
2621,2,N2,84
2622,2,N2,84
2623,2,N2,84
2624,2,N2,84
2625,2,N2,84
2626,2,N2,84
2627,2,N2,84
2628,2,N2,84
2629,2,N2,84
2630,2,N2,84
2631,2,N2,83
2632,2,N2,82
2633,2,N2,82
2634,2,N2,82
2635,2,N2,82
2636,2,N2,82
2637,2,N2,82
2638,2,N2,82
2639,2,N2,82
2640,2,N2,82
2641,2,N2,82
2642,2,N2,81
2643,2,N2,81
2644,2,N2,80
2645,2,N2,80
2646,2,N2,80
2647,2,N2,80
2648,2,N2,80
2649,2,N2,80
2650,2,N2,80
2651,2,N2,80
2652,2,N2,80
2653,2,N2,79
2654,2,N2,79
2655,2,N2,79
2656,2,N2,79
2657,2,N2,79
2658,2,N2,79
2659,2,N2,78
2660,2,N2,78
2661,2,N2,78
2662,2,N2,78
2663,2,N2,78
2664,2,N2,78
2665,2,N2,77
2666,2,N2,77
2667,2,N2,77
2668,2,N2,77
2669,2,N2,77
2670,2,N2,77
2671,2,N2,77
2672,2,N2,77
2673,2,N2,77
2674,2,N2,77
2675,2,N2,77
2676,2,N2,77
2677,2,N2,77
2678,2,N2,77
2679,2,N2,77
2680,2,N2,76
2681,2,N2,76
2682,2,N2,76
2683,2,N2,76
2684,2,N2,76
2685,2,N2,76
2686,2,N2,76
2687,2,N2,76
2688,2,N2,76
2689,2,N2,76
2690,2,N2,76
2691,2,N2,76
2692,2,N2,76
2693,2,N2,76
2694,2,N2,76
2695,2,N2,76
2696,2,N2,76
2697,2,N2,76
2698,2,N2,76
2699,2,N2,76
2700,2,N2,76
2701,2,N2,76
2702,2,N2,76
2703,2,N2,76
2704,2,N2,76
2705,2,N2,76
2706,2,N2,75
2707,2,N2,75
2708,2,N2,75
2709,2,N2,75
2710,2,N2,75
2711,2,N2,75
2712,2,N2,75
2713,2,N2,75
2714,2,N2,75
2715,2,N2,75
2716,2,N2,75
2717,2,N2,75
2718,2,N2,75
2719,2,N2,75
2720,2,N2,75
2721,2,N2,75
2722,2,N2,75
2723,2,N2,75
2724,2,N2,75
2725,2,N2,75
2726,2,N2,74
2727,2,N2,74
2728,2,N2,74
2729,2,N2,74
2730,2,N2,74
2731,2,N2,74
2732,2,N2,74
2733,2,N2,74
2734,2,N2,74
2735,2,N2,73
2736,2,N2,73
2737,2,N2,73
2738,2,N2,72
2739,2,N2,72
2740,2,N2,72
2741,2,N2,72
2742,2,N2,72
2743,2,N2,72
2744,2,N2,72
2745,2,N2,72
2746,2,N2,72
2747,2,N2,72
2748,2,N2,72
2749,2,N2,72
2750,2,N2,72
2751,2,N2,72
2752,2,N2,72
2753,2,N2,72
2754,2,N2,72
2755,2,N2,72
2756,2,N2,72
2757,2,N2,72
2758,2,N2,71
2759,2,N2,71
2760,2,N2,71
2761,2,N2,71
2762,2,N2,71
2763,2,N2,71
2764,2,N2,71
2765,2,N2,71
2766,2,N2,71
2767,2,N2,71
2768,2,N2,71
2769,2,N2,71
2770,2,N2,71
2771,2,N2,71
2772,2,N2,71
2773,2,N2,71
2774,2,N2,71
2775,2,N2,71
2776,2,N2,71
2777,2,N2,70
2778,2,N2,69
2779,2,N2,68
2780,2,N2,68
2781,2,N2,66
2782,2,N2,66
2783,2,N2,66
2784,2,N2,66
2785,2,N2,66
2786,2,N2,65
2787,2,N2,64
2788,2,N2,64
2789,2,N2,64
2790,2,N2,64
2791,2,N2,63
2792,2,N2,63
2793,2,N2,63
2794,2,N2,63
2795,2,N2,63
2796,2,N2,63
2797,2,N2,63
2798,2,N2,63
2799,2,N2,63
2800,2,N2,63
2801,2,N2,63
2802,2,N2,63
2803,2,N2,63
2804,2,N2,63
2805,2,N2,62
2806,2,N2,62
2807,2,N2,61
2808,2,N2,61
2809,2,N2,61
2810,2,N2,61
2811,2,N2,61
2812,2,N2,61
2813,2,N2,61
2814,2,N2,60
2815,2,N2,60
2816,2,N2,60
2817,2,N2,60
2818,2,N2,60
2819,2,N2,60
2820,2,N2,60
2821,2,N2,60
2822,2,N2,60
2823,2,N2,60
2824,2,N2,60
2825,2,N2,59
2826,2,N2,59
2827,2,N2,59
2828,2,N2,59
2829,2,N2,59
2830,2,N2,59
2831,2,N2,59
2832,2,N2,59
2833,2,N2,59
2834,2,N2,59
2835,2,N2,59
2836,2,N2,59
2837,2,N2,59
2838,2,N2,58
2839,2,N2,58
2840,2,N2,58
2841,2,N2,58
2842,2,N2,58
2843,2,N2,58
2844,2,N2,58
2845,2,N2,58
2846,2,N2,58
2847,2,N2,58
2848,2,N2,57
2849,2,N2,57
2850,2,N2,57
2851,2,N2,57
2852,2,N2,57
2853,2,N2,57
2854,2,N2,57
2855,2,N2,57
2856,2,N2,57
2857,2,N2,57
2858,2,N2,57
2859,2,N2,57
2860,2,N2,57
2861,2,N2,56
