stage,stage_name,rank_within_stage,feature,interval_low,interval_high,coverage,precision,lift,distinctiveness_index,distinctiveness_index_norm_stage
4,REM,10,Index_4,0.2594053685665131,0.529284656047821,0.5999920102269095,0.19025119389939577,1.2660155949339669,0.15960723155613807,0.2796930048865949
4,REM,11,MSE,0.337353253364563,0.7940263628959656,0.5999920102269095,0.1882398651400926,1.2526313237311093,0.1515767757717134,0.2656205704044225
4,REM,12,Index_1,0.2515340089797974,0.6569325566291809,0.5999920102269095,0.17918799288927068,1.192396162006182,0.11543616000203132,0.20228836844514664
4,REM,13,Index_3,0.3274780035018921,0.6235153675079346,0.5999920102269095,0.17354278484230473,1.1548304507082814,0.09289703336480018,0.16279118529609007
4,REM,14,Index_N,0.3021206855773926,0.767642617225647,0.5999920102269095,0.17327849276900623,1.1530717343525234,0.09184181760309,0.16094204309671165
4,REM,15,EOG,0.05000000074505806,0.288548618555069,0.7999960051134548,0.15416979425293992,1.0259140023856792,0.0207310983850439,0.03632882511262112
6,Unknown/Uncertain,1,Index_1,0.06457115411758423,0.15563710629940034,0.597444089456869,0.007259598586901665,7.726903346501321,4.018948644714847,1.0
6,Unknown/Uncertain,2,Index_W,0.06445265114307404,0.20069797039031984,0.597444089456869,0.0030519650084867476,3.248421845256031,1.3433063420539226,0.3342432215003417
6,Unknown/Uncertain,3,Index_N,0.35607022047042847,0.5600597262382507,0.7348242811501597,0.0025418015847580317,2.705418892835987,1.2531832119881052,0.311818667709555
6,Unknown/Uncertain,4,Index_3,0.3543000102043152,0.4825826704502106,0.597444089456869,0.002481883577097656,2.6416439267184395,0.9807904610106971,0.2440415510908541
6,Unknown/Uncertain,5,DFA,0.05000000074505806,0.23756441175937654,0.7987220447284346,0.002001585255522374,2.130428511172587,0.9028981718630888,0.2246602909570524
6,Unknown/Uncertain,6,EOG,0.05000000074505806,0.08769084662199023,0.7987220447284346,0.0018068283657598798,1.9231350024136864,0.737328276688248,0.18346297548685472
6,Unknown/Uncertain,7,Aperiodic,0.593118941783905,0.824364173412323,0.597444089456869,0.0018789248932429038,1.9998724270537809,0.5973678717541758,0.14863784650240544
6,Unknown/Uncertain,8,MSE,0.05000000074505806,0.4308219015598298,0.7987220447284346,0.001611094642143658,1.7148017804140339,0.5709279396278226,0.14205902839256887
6,Unknown/Uncertain,9,Index_4,0.3175362229347229,0.4888529598712922,0.597444089456869,0.001832004232223681,1.949931454655716,0.5675309329732233,0.14121378080298683
6,Unknown/Uncertain,10,Index_N_noEOG,0.3842049539089203,0.8753805994987489,0.7987220447284346,0.0012164917351551513,1.2947980452144057,0.2354616974555956,0.05858788411373246
6,Unknown/Uncertain,11,Index_2,0.21065253019332886,0.48485811352729796,0.597444089456869,0.0011668393006451934,1.2419494534108368,0.14455127088762457,0.03596743418896829
6,Unknown/Uncertain,12,Index_R_noEOG,0.46814147233963016,0.9725746631622314,0.597444089456869,0.00108416481624276,1.1539531623552903,0.09197840690236195,0.022886186172923345
6,Unknown/Uncertain,13,Theta,0.05000000074505806,0.48126787543296823,0.7987220447284346,0.0009732814768962443,1.0359321952712819,0.028699836478659656,0.007141130433801791
6,Unknown/Uncertain,14,Delta,0.05000000074505806,0.45386321544647223,0.7987220447284346,0.0008539184610339928,0.9088857097564191,0.0,0.0
6,Unknown/Uncertain,15,Index_R,0.26713591814041143,0.9235145926475525,0.597444089456869,0.0007955686401306945,0.8467798755276601,0.0,0.0
