label,0,1,2,3,4,6
0,0.000000,0.612335,0.846265,1.070765,0.564506,0.909022
1,0.612335,0.000000,0.392767,0.933208,0.308404,0.703466
2,0.846265,0.392767,0.000000,0.644311,0.419614,0.476412
3,1.070765,0.933208,0.644311,0.000000,0.853946,0.530278
4,0.564506,0.308404,0.419614,0.853946,0.000000,0.529622
6,0.909022,0.703466,0.476412,0.530278,0.529622,0.000000
