state_id,label_id,label_name,count,row_total,row_fraction,dominant_label_id,dominant_label_name
17,2,N2,9,746,0.012064343163538873,0,Awake
17,3,N3,0,746,0.0,0,Awake
17,4,REM,37,746,0.049597855227882036,0,Awake
17,6,unknown_stage,1,746,0.0013404825737265416,0,Awake
18,0,Awake,277,281,0.9857651245551602,0,Awake
18,1,N1,1,281,0.0035587188612099642,0,Awake
18,2,N2,0,281,0.0,0,Awake
18,3,N3,0,281,0.0,0,Awake
18,4,REM,3,281,0.010676156583629894,0,Awake
18,6,unknown_stage,0,281,0.0,0,Awake
