state_id,label_id,label_name,count,row_total,row_fraction,dominant_label_id,dominant_label_name
15,3,N3,4,71,0.056338028169014086,2,N2
15,4,REM,9,71,0.1267605633802817,2,N2
15,5,Movement time,8,71,0.11267605633802817,2,N2
15,6,unknown_stage,0,71,0.0,2,N2
16,0,Awake,508,2066,0.24588576960309777,2,N2
16,1,N1,215,2066,0.10406582768635043,2,N2
16,2,N2,725,2066,0.35091965150048404,2,N2
16,3,N3,164,2066,0.07938044530493708,2,N2
16,4,REM,293,2066,0.14181994191674735,2,N2
16,5,Movement time,159,2066,0.07696030977734754,2,N2
16,6,unknown_stage,2,2066,0.000968054211035818,2,N2
17,0,Awake,164,755,0.21721854304635763,2,N2
17,1,N1,60,755,0.07947019867549669,2,N2
17,2,N2,284,755,0.376158940397351,2,N2
17,3,N3,76,755,0.10066225165562914,2,N2
17,4,REM,112,755,0.14834437086092717,2,N2
17,5,Movement time,58,755,0.07682119205298013,2,N2
17,6,unknown_stage,1,755,0.0013245033112582781,2,N2
18,0,Awake,99,457,0.21663019693654267,2,N2
18,1,N1,47,457,0.10284463894967177,2,N2
18,2,N2,169,457,0.36980306345733044,2,N2
18,3,N3,33,457,0.07221006564551423,2,N2
18,4,REM,79,457,0.17286652078774617,2,N2
18,5,Movement time,29,457,0.06345733041575492,2,N2
18,6,unknown_stage,1,457,0.002188183807439825,2,N2
19,0,Awake,314,1286,0.24416796267496113,2,N2
19,1,N1,153,1286,0.11897356143079316,2,N2
19,2,N2,445,1286,0.34603421461897355,2,N2
19,3,N3,100,1286,0.07776049766718507,2,N2
19,4,REM,176,1286,0.1368584758942457,2,N2
19,5,Movement time,98,1286,0.07620528771384137,2,N2
19,6,unknown_stage,0,1286,0.0,2,N2
20,0,Awake,296,1262,0.23454833597464342,2,N2
20,1,N1,136,1262,0.10776545166402536,2,N2
20,2,N2,480,1262,0.3803486529318542,2,N2
20,3,N3,91,1262,0.07210776545166403,2,N2
20,4,REM,151,1262,0.1196513470681458,2,N2
20,5,Movement time,108,1262,0.08557844690966719,2,N2
20,6,unknown_stage,0,1262,0.0,2,N2
21,0,Awake,1279,5396,0.23702742772424018,2,N2
21,1,N1,530,5396,0.09822090437361009,2,N2
21,2,N2,1964,5396,0.36397331356560414,2,N2
21,3,N3,448,5396,0.08302446256486286,2,N2
21,4,REM,752,5396,0.13936249073387694,2,N2
21,5,Movement time,418,5396,0.07746478873239436,2,N2
21,6,unknown_stage,5,5396,0.0009266123054114158,2,N2
22,0,Awake,43,190,0.22631578947368422,2,N2
22,1,N1,16,190,0.08421052631578947,2,N2
22,2,N2,71,190,0.3736842105263158,2,N2
22,3,N3,13,190,0.06842105263157895,2,N2
22,4,REM,32,190,0.16842105263157894,2,N2
22,5,Movement time,15,190,0.07894736842105263,2,N2
22,6,unknown_stage,0,190,0.0,2,N2
23,0,Awake,48,180,0.26666666666666666,2,N2
23,1,N1,27,180,0.15,2,N2
23,2,N2,54,180,0.3,2,N2
23,3,N3,10,180,0.05555555555555555,2,N2
23,4,REM,22,180,0.12222222222222222,2,N2
23,5,Movement time,18,180,0.1,2,N2
23,6,unknown_stage,1,180,0.005555555555555556,2,N2
24,0,Awake,917,3817,0.24024102698454283,2,N2
24,1,N1,384,3817,0.10060256746135708,2,N2
24,2,N2,1360,3817,0.356300759758973,2,N2
24,3,N3,289,3817,0.07571391144878177,2,N2
24,4,REM,539,3817,0.14121037463976946,2,N2
24,5,Movement time,325,3817,0.08514540214828399,2,N2
24,6,unknown_stage,3,3817,0.0007859575582918522,2,N2
25,0,Awake,12,53,0.22641509433962265,2,N2
25,1,N1,4,53,0.07547169811320754,2,N2
25,2,N2,23,53,0.4339622641509434,2,N2
25,3,N3,4,53,0.07547169811320754,2,N2
25,4,REM,4,53,0.07547169811320754,2,N2
25,5,Movement time,6,53,0.11320754716981132,2,N2
25,6,unknown_stage,0,53,0.0,2,N2
26,0,Awake,3,38,0.07894736842105263,2,N2
26,1,N1,5,38,0.13157894736842105,2,N2
26,2,N2,18,38,0.47368421052631576,2,N2
26,3,N3,3,38,0.07894736842105263,2,N2
26,4,REM,6,38,0.15789473684210525,2,N2
26,5,Movement time,3,38,0.07894736842105263,2,N2
26,6,unknown_stage,0,38,0.0,2,N2
27,0,Awake,964,4068,0.23697148475909538,2,N2
27,1,N1,411,4068,0.10103244837758112,2,N2
27,2,N2,1471,4068,0.36160275319567353,2,N2
27,3,N3,325,4068,0.07989183874139626,2,N2
27,4,REM,572,4068,0.14060963618485742,2,N2
27,5,Movement time,323,4068,0.07940019665683383,2,N2
27,6,unknown_stage,2,4068,0.0004916420845624386,2,N2
28,0,Awake,199,783,0.2541507024265645,2,N2
28,1,N1,76,783,0.0970625798212005,2,N2
28,2,N2,274,783,0.3499361430395913,2,N2
28,3,N3,67,783,0.08556832694763729,2,N2
28,4,REM,105,783,0.13409961685823754,2,N2
28,5,Movement time,62,783,0.07918263090676884,2,N2
28,6,unknown_stage,0,783,0.0,2,N2
29,0,Awake,312,1347,0.23162583518930957,2,N2
29,1,N1,142,1347,0.10541945063103192,2,N2
29,2,N2,494,1347,0.36674090571640683,2,N2
29,3,N3,90,1347,0.066815144766147,2,N2
29,4,REM,203,1347,0.15070527097253156,2,N2
29,5,Movement time,104,1347,0.07720861172976985,2,N2
29,6,unknown_stage,2,1347,0.0014847809948032665,2,N2
30,0,Awake,0,4,0.0,1,N1
30,1,N1,2,4,0.5,1,N1
30,2,N2,2,4,0.5,1,N1
30,3,N3,0,4,0.0,1,N1
30,4,REM,0,4,0.0,1,N1
30,5,Movement time,0,4,0.0,1,N1
30,6,unknown_stage,0,4,0.0,1,N1
31,0,Awake,1,7,0.14285714285714285,4,REM
31,1,N1,1,7,0.14285714285714285,4,REM
31,2,N2,1,7,0.14285714285714285,4,REM
31,3,N3,0,7,0.0,4,REM
31,4,REM,2,7,0.2857142857142857,4,REM
31,5,Movement time,2,7,0.2857142857142857,4,REM
31,6,unknown_stage,0,7,0.0,4,REM
32,0,Awake,507,2146,0.23625349487418454,2,N2
32,1,N1,214,2146,0.09972041006523766,2,N2
32,2,N2,769,2146,0.35834109972041006,2,N2
32,3,N3,168,2146,0.0782851817334576,2,N2
32,4,REM,320,2146,0.14911463187325255,2,N2
32,5,Movement time,166,2146,0.07735321528424977,2,N2
32,6,unknown_stage,2,2146,0.0009319664492078285,2,N2
33,0,Awake,952,4126,0.23073194377120698,2,N2
33,1,N1,426,4126,0.10324769752787204,2,N2
33,2,N2,1527,4126,0.37009209888511874,2,N2
33,3,N3,333,4126,0.08070770722249151,2,N2
33,4,REM,577,4126,0.13984488608822104,2,N2
33,5,Movement time,304,4126,0.07367910809500727,2,N2
33,6,unknown_stage,7,4126,0.0016965584100824044,2,N2
34,0,Awake,1522,6301,0.2415489604824631,2,N2
34,1,N1,644,6301,0.1022059990477702,2,N2
34,2,N2,2188,6301,0.3472464688144739,2,N2
34,3,N3,532,6301,0.08443104269163625,2,N2
34,4,REM,906,6301,0.14378670052372639,2,N2
34,5,Movement time,502,6301,0.0796698936676718,2,N2
34,6,unknown_stage,7,6301,0.0011109347722583717,2,N2
35,0,Awake,37,202,0.18316831683168316,2,N2
35,1,N1,18,202,0.0891089108910891,2,N2
35,2,N2,78,202,0.38613861386138615,2,N2
35,3,N3,14,202,0.06930693069306931,2,N2
35,4,REM,35,202,0.17326732673267325,2,N2
35,5,Movement time,20,202,0.09900990099009901,2,N2
35,6,unknown_stage,0,202,0.0,2,N2
36,0,Awake,129,551,0.23411978221415608,2,N2
36,1,N1,67,551,0.12159709618874773,2,N2
36,2,N2,204,551,0.3702359346642468,2,N2
36,3,N3,50,551,0.09074410163339383,2,N2
36,4,REM,67,551,0.12159709618874773,2,N2
36,5,Movement time,34,551,0.06170598911070781,2,N2
36,6,unknown_stage,0,551,0.0,2,N2
37,0,Awake,696,2866,0.24284717376133985,2,N2
37,1,N1,309,2866,0.10781577110956037,2,N2
37,2,N2,1035,2866,0.3611304954640614,2,N2
37,3,N3,198,2866,0.06908583391486392,2,N2
37,4,REM,404,2866,0.14096301465457084,2,N2
37,5,Movement time,222,2866,0.07745987438939288,2,N2
37,6,unknown_stage,2,2866,0.0006978367062107466,2,N2
38,0,Awake,215,836,0.25717703349282295,2,N2
38,1,N1,66,836,0.07894736842105263,2,N2
38,2,N2,320,836,0.3827751196172249,2,N2
38,3,N3,62,836,0.07416267942583732,2,N2
38,4,REM,119,836,0.1423444976076555,2,N2
38,5,Movement time,54,836,0.0645933014354067,2,N2
38,6,unknown_stage,0,836,0.0,2,N2
39,0,Awake,0,17,0.0,2,N2
39,1,N1,2,17,0.11764705882352941,2,N2
39,2,N2,8,17,0.47058823529411764,2,N2
39,3,N3,0,17,0.0,2,N2
39,4,REM,5,17,0.29411764705882354,2,N2
39,5,Movement time,2,17,0.11764705882352941,2,N2
39,6,unknown_stage,0,17,0.0,2,N2
40,0,Awake,255,1034,0.24661508704061896,2,N2
40,1,N1,107,1034,0.10348162475822051,2,N2
40,2,N2,377,1034,0.3646034816247582,2,N2
40,3,N3,84,1034,0.08123791102514506,2,N2
40,4,REM,131,1034,0.12669245647969052,2,N2
40,5,Movement time,79,1034,0.07640232108317214,2,N2
40,6,unknown_stage,1,1034,0.0009671179883945841,2,N2
41,0,Awake,9,55,0.16363636363636364,2,N2
41,1,N1,8,55,0.14545454545454545,2,N2
41,2,N2,21,55,0.38181818181818183,2,N2
41,3,N3,6,55,0.10909090909090909,2,N2
41,4,REM,7,55,0.12727272727272726,2,N2
41,5,Movement time,4,55,0.07272727272727272,2,N2
41,6,unknown_stage,0,55,0.0,2,N2
42,0,Awake,48,251,0.19123505976095617,2,N2
42,1,N1,32,251,0.12749003984063745,2,N2
42,2,N2,87,251,0.3466135458167331,2,N2
42,3,N3,24,251,0.09561752988047809,2,N2
42,4,REM,41,251,0.16334661354581673,2,N2
42,5,Movement time,19,251,0.07569721115537849,2,N2
42,6,unknown_stage,0,251,0.0,2,N2
43,0,Awake,21,107,0.19626168224299065,2,N2
43,1,N1,15,107,0.14018691588785046,2,N2
43,2,N2,41,107,0.38317757009345793,2,N2
43,3,N3,8,107,0.07476635514018691,2,N2
43,4,REM,14,107,0.1308411214953271,2,N2
43,5,Movement time,8,107,0.07476635514018691,2,N2
43,6,unknown_stage,0,107,0.0,2,N2
44,0,Awake,29,107,0.27102803738317754,2,N2
44,1,N1,7,107,0.06542056074766354,2,N2
44,2,N2,45,107,0.4205607476635514,2,N2
44,3,N3,8,107,0.07476635514018691,2,N2
44,4,REM,13,107,0.12149532710280374,2,N2
44,5,Movement time,5,107,0.04672897196261682,2,N2
44,6,unknown_stage,0,107,0.0,2,N2
45,0,Awake,34,162,0.20987654320987653,2,N2
45,1,N1,9,162,0.05555555555555555,2,N2
45,2,N2,63,162,0.3888888888888889,2,N2
45,3,N3,13,162,0.08024691358024691,2,N2
45,4,REM,26,162,0.16049382716049382,2,N2
45,5,Movement time,17,162,0.10493827160493827,2,N2
45,6,unknown_stage,0,162,0.0,2,N2
46,0,Awake,4,21,0.19047619047619047,2,N2
46,1,N1,2,21,0.09523809523809523,2,N2
46,2,N2,11,21,0.5238095238095238,2,N2
46,3,N3,1,21,0.047619047619047616,2,N2
46,4,REM,3,21,0.14285714285714285,2,N2
46,5,Movement time,0,21,0.0,2,N2
46,6,unknown_stage,0,21,0.0,2,N2
47,0,Awake,50,225,0.2222222222222222,2,N2
47,1,N1,14,225,0.06222222222222222,2,N2
47,2,N2,89,225,0.39555555555555555,2,N2
47,3,N3,21,225,0.09333333333333334,2,N2
47,4,REM,28,225,0.12444444444444444,2,N2
47,5,Movement time,23,225,0.10222222222222223,2,N2
47,6,unknown_stage,0,225,0.0,2,N2
48,0,Awake,431,1851,0.23284710967044842,2,N2
48,1,N1,176,1851,0.09508373851971907,2,N2
48,2,N2,699,1851,0.37763371150729336,2,N2
48,3,N3,172,1851,0.09292274446245273,2,N2
48,4,REM,232,1851,0.12533765532144786,2,N2
48,5,Movement time,140,1851,0.075634792004322,2,N2
48,6,unknown_stage,1,1851,0.0005402485143165856,2,N2
49,0,Awake,472,2051,0.23013164310092638,2,N2
49,1,N1,211,2051,0.10287664553876158,2,N2
49,2,N2,759,2051,0.3700633837152609,2,N2
49,3,N3,154,2051,0.07508532423208192,2,N2
49,4,REM,285,2051,0.13895660653339834,2,N2
49,5,Movement time,165,2051,0.08044856167723062,2,N2
49,6,unknown_stage,5,2051,0.0024378352023403218,2,N2
50,0,Awake,60,234,0.2564102564102564,2,N2
50,1,N1,25,234,0.10683760683760683,2,N2
50,2,N2,85,234,0.36324786324786323,2,N2
50,3,N3,18,234,0.07692307692307693,2,N2
50,4,REM,31,234,0.13247863247863248,2,N2
