label,0,1,2,3,4,6
0,0.000000,0.000124,0.000128,0.000845,0.000147,0.001453
1,0.000124,0.000000,0.000210,0.000943,0.000211,0.001458
2,0.000128,0.000210,0.000000,0.000782,0.000097,0.001381
3,0.000845,0.000943,0.000782,0.000000,0.000757,0.001669
4,0.000147,0.000211,0.000097,0.000757,0.000000,0.001382
6,0.001453,0.001458,0.001381,0.001669,0.001382,0.000000
