label,0,1,2,3,4,6
0,0.000000,2.038641,2.780588,4.028572,1.958202,3.524136
1,2.038641,0.000000,1.325333,3.658954,1.143101,2.780661
2,2.780588,1.325333,0.000000,2.774503,1.359904,1.996242
3,4.028572,3.658954,2.774503,0.000000,3.494310,2.892754
4,1.958202,1.143101,1.359904,3.494310,0.000000,2.110916
6,3.524136,2.780661,1.996242,2.892754,2.110916,0.000000
